image_name| comment_number| comment
4286588375.jpg| 3| A man riding a horse
4286588375.jpg| 4| A cowboy is riding a horse in an arena .
431685475.jpg| 0| 3 middle-aged men wearing cowboy hats ride brown horses in a field lined with a wire fence .
431685475.jpg| 1| Three men ride horses along a ranch fence with sprawling fields behind them .
431685475.jpg| 2| Three cowboys riding their horses next to a fence
431685475.jpg| 3| Three men wearing cowboy hats and riding horses along side a fence .
431685475.jpg| 4| Three men ride horses by a fence .
440165853.jpg| 0| Brown and black horse jumping while person in blue outfit and white cowboy hat lays on the ground
440165853.jpg| 1| A man wearing a white hat is being stomped by a brown horse .
440165853.jpg| 2| A cowboy in the dirt on the ground next to a horse .
440165853.jpg| 3| A cowboy falling off a bucking bronco at a rodeo .
440165853.jpg| 4| A rodeo rider is thrown from his bucking bronco .
440166415.jpg| 0| a man with a cowboy hat on is holding on tight to his black horse as the horse attempts to buck the man off .
440166415.jpg| 1| a man with a cowboy hat on is holding on tight to his black horse as the horse attempts to buck the man off .
440166415.jpg| 2| A person wearing a white hat is riding a horse like a bull at a rodeo .
440166415.jpg| 3| Cowboy riding a bucking horse
440166415.jpg| 4| a man riding an angry horse
4425850083.jpg| 0| A man sitting on a running horse on a dirt track .
4425850083.jpg| 1| A boy rides a horse down a dusty country road .
4425850083.jpg| 2| A person is riding a horse down a dirt trail .
4425850083.jpg| 3| A jockey training his horse .
4425850083.jpg| 4| Man swiftly riding a horse .
4427058951.jpg| 0| A man who is riding a wild horse in the rodeo is very near to falling off .
4427058951.jpg| 1| A cowboy on a bucking bronco in the process of being thrown off the back .
4427058951.jpg| 2| A man is about to fall off his horse in a rodeo contest .
4427058951.jpg| 3| A bucking bronco causes a rodeo rider to lose his grip .
4427058951.jpg| 4| A man doing rodeo riding .
448493587.jpg| 0| A show horse being ridden by a woman in jockey clothes is about to jump over a white steeple on a green field in front of a parking lot with camper vans in it .
448493587.jpg| 1| A person with a blue helmet on with black boots
448493587.jpg| 2| A young rider on a white horse about to jump a hurdle .
448493587.jpg| 3| Horse jumping 3 tiers of poles at a horse exhibition .
448493587.jpg| 4| Performer riding her horse over a jump .
4558577575.jpg| 0| A man riding a horse in the mountains with three other horses following him .
4558577575.jpg| 1| A man riding a horse in the mountains with three other horses following him .
4558577575.jpg| 2| A man riding a horse and leading other horses through beautiful scenery .
4558577575.jpg| 3| A man is riding a horse while 3 other empty-saddled horses follow .
4558577575.jpg| 4| A man on a horse leads three other horses .
4576510103.jpg| 0| A little girl with a kitten graphic on her shirt is riding in the saddle of a brown horse with a black mane next to a fence outside in a green field on a sunny day .
4576510103.jpg| 1| one white little girl
4576510103.jpg| 2| A little girl with a pink headband is riding a horse past a fence .
4576510103.jpg| 3| A little girl is riding on a brown pony at the farm .
4576510103.jpg| 4| A young girl rides a horse underneath the blue sky .
4604364861.jpg| 0| The police officer riding a horse is talking to a man riding a bike .
4604364861.jpg| 1| Police officer on horse passes bicycle rider in front of white wall .
4604364861.jpg| 2| Man on bike ask cop on horse a question .
4604364861.jpg| 3| There is someone riding that horse .
4604364861.jpg| 4| A mounted policeman passes a biker .
466373799.jpg| 0| An angry brown horse seems to be trying to buck off the male rider in tan jeans and blue shirt and black hat
466373799.jpg| 1| A horse has bucked in an arena and the rider is coming off of its back in midair in front of a crowd in the stands .
466373799.jpg| 2| A cowboy rides a bucking brown horse for a crowd of people sitting in bleachers outdoors on a sunny day .
466373799.jpg| 3| A man about to fall off of a horse that is standing on its hind legs .
466373799.jpg| 4| Excited horse shakes man off its back .
4701495336.jpg| 0| There are three men on horses
4701495336.jpg| 1| Three men on horses
4701495336.jpg| 2| Two men on horses look on as another man is bucked off the back of his horse .
4701495336.jpg| 3| Two men on horseback watch as another man is thrown from his bucking horse .
4701495336.jpg| 4| Three men are riding horses in the rodeo with spectators watching .
470696235.jpg| 0| A man is holding on tight to a horse that is bucking in a rodeo with a large crowd of onlookers .
470696235.jpg| 1| A man holding on atop of a jumping horse while others stand around watching him in a crowd .
470696235.jpg| 2| A man riding a horse bareback holds on as the horse stands on its hind feet .
470696235.jpg| 3| A man
470696235.jpg| 4| A young man rides a bucking horse as several others in a crowd look on .
4715755037.jpg| 0| A man on a brown horse is preparing to lasso a bull
4715755037.jpg| 1| Two male cowboys are riding a horse trying to rope a black cafe .
4715755037.jpg| 2| Two men in cowboy hats on top of horses are roping a calf .
4715755037.jpg| 3| Two man on stallions perform lassoing a small black calf .
4715755037.jpg| 4| Two man riding horses trying to catch a cow .
4725459622.jpg| 0| Costumed riders are riding saddled and bridled horses walking through tall green grasses .
4725459622.jpg| 1| A line of men riding horseback through the grass are all wearing period uniforms .
4725459622.jpg| 2| Men in fancy military uniforms are riding through a field on horseback .
4725459622.jpg| 3| A group of men in uniform are riding horseback .
4725459622.jpg| 4| A line of horse riders are riding in a field .
474581065.jpg| 0| A man in a sombrero on a chestnut horse is ahead of several other men on horses .
474581065.jpg| 1| Four horses with cowboy riders running near a fifth horse that has no rider .
474581065.jpg| 2| a man riding a running horse with some other men doing the same behind him .
474581065.jpg| 3| Hispanics are on horseback trying to wrangle a free horse .
474581065.jpg| 4| Cowboys are riding on horses in a dirt field .
4764975754.jpg| 0| A cowboy dressed in jeans
4764975754.jpg| 1| A person is on a brown horse that is bucking with two other riders in the background .
4764975754.jpg| 2| A cowboy struggling to maintain control on a horse at a rodeo .
4764975754.jpg| 3| A hectic race between cowboys at the rodeo .
4764975754.jpg| 4| A cowboy is falling off a horse at a rodeo .
4859764297.jpg| 0| A young child wearing a red hat and a tag  513  participant tag rides a horse .
4859764297.jpg| 1| A young boy in a red hat rides on a horse .
4859764297.jpg| 2| A little boy in a red hat riding a horse .
4859764297.jpg| 3| A child in a red hat is riding a horse .
4859764297.jpg| 4| Young boy in red hat riding a horse .
4860278774.jpg| 0| a woman riding a tan horse with a white mane around a rodeo arena .
4860278774.jpg| 1| A female cowgirl riding a horse
4860278774.jpg| 2| A person in a cowboy hat rides a tan horse .
4860278774.jpg| 3| A woman is riding a palomino horse .
4860278774.jpg| 4| A cowboy riding a horse in a ring .
4876043682.jpg| 0| A boy in a yellow t-shirt and pink sweater talks on a cellphone while riding a horse through a crowd of people who are looking on .
4876043682.jpg| 1| A young man is riding a horse through a group of people while he talks on his cellphone .
4876043682.jpg| 2| A boy rides on a camel in a crowded area while talking on his cellphone .
4876043682.jpg| 3| A boy talks on his cellphone
4876043682.jpg| 4| A young man is talking on a phone while riding a horse .
4930690081.jpg| 0| Two men are riding a couple of horses
4930690081.jpg| 1| Two men on horses compete to see who can rope the calf first .
4930690081.jpg| 2| The two men are riding horses to chase a white horse .
4930690081.jpg| 3| Two men are riding horses and trying to lasso a cow .
4930690081.jpg| 4| Two men chase cattle on horses .
4930768273.jpg| 0| A woman in a pink shirts rides a horse and tries to lasso a cow .
4930768273.jpg| 1| A woman riding a brown and white horse trying to rope a calf .
4930768273.jpg| 2| Man in pink shirt and blue jeans rides a horse .
4930768273.jpg| 3| A woman lassos cattle while rider a horse .
4930768273.jpg| 4| A lady trying to calf rope from a horse .
4930823945.jpg| 0| Two men sitting on horses one wearing a cowboy hat
4930823945.jpg| 1| Two men ride horses and talk while other men are also riding horses around them .
4930823945.jpg| 2| Two men with hats are sitting on horses .
4930823945.jpg| 3| two older men are riding horses
4930823945.jpg| 4| Two men are riding horses .
4931227978.jpg| 0| a man wearing jeans and a baseball cap riding a horse and trying to rope a small cow
4931227978.jpg| 1| A man on horseback chases
4931227978.jpg| 2| A man playing on road and a ball is running .
4931227978.jpg| 3| A man on a horse is trying to lasso a calf .
4931227978.jpg| 4| A man riding a horse is chasing a calf .
4931259260.jpg| 0| Two cowboys on horses roping a calf as others look on during a charity rodeo event .
4931259260.jpg| 1| A woman in a pink tank top rides a horse in a rodeo .
4931259260.jpg| 2| A man is riding a palomino horse in a Rodeo .
4931259260.jpg| 3| A person riding a horse as people watch .
4931259260.jpg| 4| People are inside a cage riding horses .
4931289200.jpg| 0| A female on a horse is attempting to move cattle to another area of a pen .
4931289200.jpg| 1| A young woman in a pink shirt attempting to rope a calf at the rodeo .
4931289200.jpg| 2| A woman is a red tank top is riding horse .
4931289200.jpg| 3| The men are getting ready for the rodeo .
4931289200.jpg| 4| A woman riding a horse is chasing a cow .
4931356888.jpg| 0| A man and a boy riding brown horses are roping a white steer in a corral .
4931356888.jpg| 1| A small cow is herded by two individuals on horseback .
4931356888.jpg| 2| A man and a boy on horses attempting to rope a cow .
4931356888.jpg| 3| Two horsemen are chasing a cow around the lot .
4931356888.jpg| 4| People attempting to rope cattle .
4931368578.jpg| 0| A person on a brown horse wearing jeans
4931368578.jpg| 1| A man in a cowboy outfit riding a horse and chasing a small bull .
4931368578.jpg| 2| A man in a plaid shirt and a cowboy hat rides a brown horse .
4931368578.jpg| 3| A woman is ridding on a horse is beat a cow .
4931368578.jpg| 4| A man on a horse chasing an animal .
4931423774.jpg| 0| A person in a red shirt is riding a white horse chasing a young bull .
4931423774.jpg| 1| A person riding a white horse is roping a small animal with horns .
4931423774.jpg| 2| A woman on the back of a horse ropes a cattle .
4931423774.jpg| 3| A rodeo participants tries to rope a steer .
4931423774.jpg| 4| A woman ropes a calf in a rodeo .
4951422051.jpg| 0| A jockey rides a horse past a field of green grass and a bench overlooking water .
4951422051.jpg| 1| A jockey rides a brown horse on a sidewalk by a body of water .
4951422051.jpg| 2| A person is riding a horse next to a body of water .
4951422051.jpg| 3| A person in a uniform riding a horse near water .
4951422051.jpg| 4| A woman riding a brown horse next to a pond .
4952701904.jpg| 0| Two cowboys ride their horses and they work together to catch the bull .
4952701904.jpg| 1| Three cowboys on horses work together to rope a calf .
4952701904.jpg| 2| A rodeo is going on with cowboys riding and roping .
4952701904.jpg| 3| Three men on horseback rope a calf at a rodeo .
4952701904.jpg| 4| The people are horseback riding .
4960755808.jpg| 0| A contestant riding a pony in a rodeo setting is being thrown by the horse
4960755808.jpg| 1| Several people watch as an upside-down rider is being thrown from a bucking horse .
4960755808.jpg| 2| A man is getting bucked off a bronco in a rodeo competition .
4960755808.jpg| 3| A cowboy being thrown off a bucking horse at a rodeo .
